Meno,Link,Licencia
Medzinárodné majstrovstvá Slovenska amatérov v #,https://chess-results.com/tnr928272.aspx,Creator/Last Upload: Slovak Chess Federation license 3
"FoosBar ŠACH-BAR liga, 2023-24, 11. kolo ",https://chess-results.com/tnr958424.aspx,Creator/Last Upload: windvd
Vilopek - začiatočníci ,https://chess-results.com/tnr958676.aspx,Creator/Last Upload: Slovak Chess Federation
Vilopek - pokročilí II.  ,https://chess-results.com/tnr958681.aspx,Creator/Last Upload: Slovak Chess Federation
"Tréningový turnaj ""D"" 17.6. 2024 ",https://chess-results.com/tnr958221.aspx,Creator/Last Upload: Slovak Chess Federation license 4
"Tréningový turnaj ""C"" 17.6. 2024 ",https://chess-results.com/tnr958224.aspx,Creator/Last Upload: Slovak Chess Federation license 4
"Tréningový turnaj ""B"" 17.6. 2024 ",https://chess-results.com/tnr958225.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Týždeň športu v Novej Bani turnaj do,https://chess-results.com/tnr959914.aspx,Creator/Last Upload: Slovak Chess Federation
3. Mestska Olympiada Ružomberok žiaci 1. a 2.stupeň  ,https://chess-results.com/tnr960378.aspx,"Creator: Slovak Chess Federation license 16,Last Upload: Slovak Chess Federation license 32"
3. Mestska Olympiada Ružomberok stredné školy ,https://chess-results.com/tnr960377.aspx,"Creator: Slovak Chess Federation license 16,Last Upload: Slovak Chess Federation license 32"
3. Mestska Olympiada Ružomberok ,https://chess-results.com/tnr960380.aspx,"Creator: Slovak Chess Federation license 16,Last Upload: Slovak Chess Federation license 32"
Vivere Bardejov 22 .6.2024 ,https://chess-results.com/tnr960962.aspx,Creator/Last Upload: Slovak Chess Federation license 8
Školenie a seminár rozhodcov 2. a 3. triedy (H,https://chess-results.com/tnr936429.aspx,Creator/Last Upload: Slovak Chess Federation license 9
Šachový turnaj obce Čierne 2024 (roč,https://chess-results.com/tnr954992.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Putovná cena starostu obce Pohronský Ruskov ,https://chess-results.com/tnr961085.aspx,Creator/Last Upload: Slovak Chess Federation
Gyarmati csapatverseny ,https://chess-results.com/tnr960927.aspx,"Creator: Hungarian Chess-Federation (Master),Last Upload: Slovak Chess Federation license 58"
"Šach-Mat Nitra, FINÁLE Šachovo-barová lig",https://chess-results.com/tnr961593.aspx,Creator/Last Upload: Slovak Chess Federation license 6
Reinter Košice Rapid 2024 (Košice 23.06.2,https://chess-results.com/tnr933755.aspx,Creator/Last Upload: Slovak Chess Federation license 9
Karloveský šachový turnaj no.3 ,https://chess-results.com/tnr957059.aspx,Creator/Last Upload: Slovak Chess Federation
Finale GPX+ ,https://chess-results.com/tnr959231.aspx,Creator/Last Upload: Slovak Chess Federation license 6
Finale GPX D14 ,https://chess-results.com/tnr959230.aspx,Creator/Last Upload: Slovak Chess Federation license 6
Finale GPX D11 ,https://chess-results.com/tnr959226.aspx,Creator/Last Upload: Slovak Chess Federation license 6
Finale GPX D08 ,https://chess-results.com/tnr959224.aspx,Creator/Last Upload: Slovak Chess Federation license 6
Finale GPX C8 ,https://chess-results.com/tnr959227.aspx,Creator/Last Upload: Slovak Chess Federation license 6
Finale GPX C14 ,https://chess-results.com/tnr959229.aspx,Creator/Last Upload: Slovak Chess Federation license 6
Finale GPX C11 ,https://chess-results.com/tnr959228.aspx,Creator/Last Upload: Slovak Chess Federation license 6
Gymnázium Pezinok jún 2024 ,https://chess-results.com/tnr962024.aspx,Creator/Last Upload: Slovak Chess Federation
ZS Okolicne ,https://chess-results.com/tnr962111.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Krúžok ŠK Dúbravan 2024 ,https://chess-results.com/tnr963459.aspx,Creator/Last Upload: Slovak Chess Federation license 2
Turnaj NR šach.akadémie ,https://chess-results.com/tnr964078.aspx,Creator/Last Upload: Slovak Chess Federation license 5
XVIII. O pohár primátora mesta Levice ,https://chess-results.com/tnr939057.aspx,Creator/Last Upload: melancholia
O pohár starostu obce Tomášovce 2024 ,https://chess-results.com/tnr954385.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Cenada Cup - Fide Open A ,https://chess-results.com/tnr949121.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Terchová CLOSED 2024 ,https://chess-results.com/tnr834657.aspx,Creator/Last Upload: Slovak Chess Federation license 6
O pohar primatora Rajeckych Teplic ,https://chess-results.com/tnr919742.aspx,Creator/Last Upload: Czech Republic licence 24
8. rocnik Terchova CLOSED ,https://chess-results.com/tnr835106.aspx,Creator/Last Upload: Slovak Chess Federation license 6
6. ročník šachového turnaja na Hrade Zbor,https://chess-results.com/tnr965428.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Cenada Cup - Fide Open B ,https://chess-results.com/tnr958773.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Tábor Bardejov - 4.7.2024 ,https://chess-results.com/tnr967400.aspx,Creator/Last Upload: Slovak Chess Federation
FIDE OPEN Pohorela 2024 ,https://chess-results.com/tnr934264.aspx,Creator/Last Upload: Slovak Chess Federation
Cenada Cup - Rapid ,https://chess-results.com/tnr960030.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Vivere Bardejov - 6.7.2024 ,https://chess-results.com/tnr968430.aspx,Creator/Last Upload: Slovak Chess Federation
"FoosBar Šach-BAR liga, 2023-24, 12. kolo ",https://chess-results.com/tnr969086.aspx,Creator/Last Upload: windvd
Cenada Cup - Blitz ,https://chess-results.com/tnr960033.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Rapid - 6. ročník šachového tábora Strele,https://chess-results.com/tnr969026.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Slovakia Chess Open PIESTANY 2024 - OPEN B (PRIZEPO,https://chess-results.com/tnr892247.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Slovakia Chess Open PIESTANY 2024 - OPEN A (PRIZEPO,https://chess-results.com/tnr892248.aspx,Creator/Last Upload: Slovak Chess Federation license 3
BLITZ - tábor STRELEC ,https://chess-results.com/tnr969537.aspx,Creator/Last Upload: Slovak Chess Federation license 4
6. ročník šachového tábora STRELEC ,https://chess-results.com/tnr969495.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Tábor ZŠ B.Krpelca Bardejov - 11.7.2024 ,https://chess-results.com/tnr971275.aspx,Creator/Last Upload: Slovak Chess Federation
ZŠ B.Krpelca Bardejov - 13.7.2024 ,https://chess-results.com/tnr971282.aspx,Creator/Last Upload: Slovak Chess Federation
Margecany memoriál Jána Kavuliča 2024 ,https://chess-results.com/tnr962656.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Tábor Bardejov - 15.7.2024 ,https://chess-results.com/tnr975516.aspx,Creator/Last Upload: Slovak Chess Federation
"Pohár Strelca ""B"" rapid bez FIDE 15.7.-19",https://chess-results.com/tnr873309.aspx,Creator/Last Upload: Slovak Chess Federation license 4
"Pohár Strelca ""A"" štandard FIDE 15.7",https://chess-results.com/tnr873307.aspx,Creator/Last Upload: Slovak Chess Federation license 4
"Pohár Strelca ""C"" blitz FIDE 19.7.2024 ",https://chess-results.com/tnr873311.aspx,Creator/Last Upload: Slovak Chess Federation license 4
ZŠ B.Krpelca Bardejov - 20.7.2024 ,https://chess-results.com/tnr975662.aspx,Creator/Last Upload: Slovak Chess Federation
"XXVII. Memorial Milana Hrivnaka, VT TURCEK 2024 ",https://chess-results.com/tnr975666.aspx,Creator/Last Upload: Slovak Chess Federation
23.ročník Letného šachového tábora Koník ,https://chess-results.com/tnr886633.aspx,Creator/Last Upload: Slovak Chess Federation license 5
X. Vesmírna Rošáda 2024 ,https://chess-results.com/tnr966099.aspx,Creator/Last Upload: Slovak Chess Federation license 9
Leto s RŠA Liptovská šachová škola 2,https://chess-results.com/tnr955559.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Leto s RŠA Liptovská šachová škola 2,https://chess-results.com/tnr976457.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Trnavská letná šachová liga - 1.kolo ,https://chess-results.com/tnr977502.aspx,Creator/Last Upload: Slovak Chess Federation license 8
XXXl. MSR v šachu zrakovo postihnutých 2024 ,https://chess-results.com/tnr969940.aspx,"Creator: Slovak Chess Federation license 16,Last Upload: Slovak Chess Federation license 67"
Tábor Bardejov - 26.7.2024 ,https://chess-results.com/tnr978235.aspx,Creator/Last Upload: Slovak Chess Federation
ZŠ B.Krpelca Bardejov - 27.7.2024 ,https://chess-results.com/tnr978238.aspx,Creator/Last Upload: Slovak Chess Federation
Pohár primátora Nové Zámky ,https://chess-results.com/tnr978715.aspx,Creator/Last Upload: Slovak Chess Federation license 7
23.ročník Letného šachového tábora Koník ,https://chess-results.com/tnr978835.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Tábor Bardejov - 29.7.2024 ,https://chess-results.com/tnr980778.aspx,Creator/Last Upload: Slovak Chess Federation
"Bratislavské šachové leto ""C"" 29.7.-",https://chess-results.com/tnr881962.aspx,Creator/Last Upload: Slovak Chess Federation license 4
"Bratislavské šachové leto ""B"" š",https://chess-results.com/tnr875223.aspx,Creator/Last Upload: Slovak Chess Federation license 4
"Bratislavské šachové leto ""A"" š",https://chess-results.com/tnr875220.aspx,Creator/Last Upload: Slovak Chess Federation license 4
"Bratislavské šachové leto ""F"" Chess9",https://chess-results.com/tnr881968.aspx,Creator/Last Upload: Slovak Chess Federation license 4
PREŠOV OPEN 2024 XVII. ročník medzinárodn,https://chess-results.com/tnr944433.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Bratislavské šachové leto - Majstrovstva Bugho,https://chess-results.com/tnr881966.aspx,Creator/Last Upload: Slovak Chess Federation license 4
"Bratislavské šachové leto ""D"" blitz ",https://chess-results.com/tnr881963.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Bleskový turnaj v rámci Prešov OPEN 2024 ,https://chess-results.com/tnr981989.aspx,"Creator: Slovak Chess Federation license 44,Last Upload: Slovak Chess Federation license 70"
ZŠ B.Krpelca Bardejov - 3.8.2024 ,https://chess-results.com/tnr981924.aspx,Creator/Last Upload: Slovak Chess Federation
Memoriál Mudr. Kazimíra Kvietka 2024 XII.ročník ,https://chess-results.com/tnr986340.aspx,"Creator: Slovak Chess Federation license 14,Last Upload: Slovak Chess Federation"
Kvarteto Cup 2024 (max. rtg. 1999) - Skalicky sacho,https://chess-results.com/tnr915302.aspx,Creator/Last Upload: Slovak Chess Federation license 2
K CERO INVEST Rapid manazersky turnaj - Skalicky sa,https://chess-results.com/tnr973228.aspx,Creator/Last Upload: Slovak Chess Federation license 2
"FoosBar Šach-BAR liga, 2023-24, 13. kolo ",https://chess-results.com/tnr982613.aspx,Creator/Last Upload: windvd
CHESS SLOVAK OPEN 2024 (min. rtg. 2000) - Skalicky ,https://chess-results.com/tnr915300.aspx,Creator/Last Upload: Slovak Chess Federation license 2
"""O pohár Račkovej doliny 2024"" ",https://chess-results.com/tnr939319.aspx,Creator/Last Upload: Slovak Chess Federation license 6
Reprezentačné sústredenie mládeže vo Va&#,https://chess-results.com/tnr980675.aspx,Creator/Last Upload: Czech Republic licence 127
O pohár župana trnavskeho kraja Rapid - Skalic,https://chess-results.com/tnr947389.aspx,Creator/Last Upload: Slovak Chess Federation license 2
Tábor Bardejov - 5.8.2024 ,https://chess-results.com/tnr985270.aspx,Creator/Last Upload: Slovak Chess Federation
Trnavská letná šachová liga 2.turnaj ,https://chess-results.com/tnr984622.aspx,"Creator: Slovak Chess Federation,Last Upload: Slovak Chess Federation license 37"
Reprezentačné sústredenie mládeže vo Va&#,https://chess-results.com/tnr984258.aspx,Creator/Last Upload: Czech Republic licence 127
ZŠ B.Krpelca Bardejov - 10.8.2024 ,https://chess-results.com/tnr985592.aspx,Creator/Last Upload: Slovak Chess Federation
VI. Kľúčovec cup / BLITZ - VI. Kulcsod kupa / BLITZ ,https://chess-results.com/tnr986001.aspx,"Creator: Hungarian Chess-Federation licence 1,Last Upload: Slovak Chess Federation license 48"
VI. Kľúčovec cup - VI. Kulcsod kupa ,https://chess-results.com/tnr947997.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Majstrovstva Slovenska v bleskovom sachu a cena pri,https://chess-results.com/tnr947397.aspx,Creator/Last Upload: Slovak Chess Federation license 2
Memoriál Jozefa Veselského I. ročník ,https://chess-results.com/tnr986469.aspx,Creator/Last Upload: Slovak Chess Federation license 3
6. ročník šachového tábora Strelec ,https://chess-results.com/tnr986796.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Slovakia Chess Open - O Kremnický zlatý dukát (max.,https://chess-results.com/tnr883102.aspx,Creator/Last Upload: Slovak Chess Federation license 3
6. ročník Šachového tábora Strelec - augu,https://chess-results.com/tnr987872.aspx,Creator/Last Upload: Slovak Chess Federation license 4
45. ročník medzinárodného šachového turna,https://chess-results.com/tnr948600.aspx,Creator/Last Upload: Slovak Chess Federation license 7
ZŠ B.Krpelca Bardejov - 17.8.2024 ,https://chess-results.com/tnr988582.aspx,Creator/Last Upload: Slovak Chess Federation
ZŠ B.Krpelca Bardejov - 18.8.2024 ,https://chess-results.com/tnr989833.aspx,Creator/Last Upload: Slovak Chess Federation
Šachový turnaj T.G.Masaryka ,https://chess-results.com/tnr962133.aspx,Creator/Last Upload: Slovak Chess Federation license 7
52. Turnaj mládeže - Memoriál O. Rintela 2024 ,https://chess-results.com/tnr928188.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Slovak open Hlohovec 14. ročník ,https://chess-results.com/tnr974665.aspx,Creator/Last Upload: Slovak Chess Federation license 6
ŠACHOVÝ TURNAJ OPEN SLIAČ 2024 ,https://chess-results.com/tnr989014.aspx,Creator/Last Upload: Slovak Chess Federation license 1
O POHÁR SNP - FIDE OPEN DÚBRAVAN 2024 XI. ročn,https://chess-results.com/tnr931402.aspx,Creator/Last Upload: Slovak Chess Federation license 2
"FoosBar Šach-BAR liga, 2023-24, 14. kolo ",https://chess-results.com/tnr993692.aspx,Creator/Last Upload: windvd
9. ročník šachového rapid turnaja v Brezn,https://chess-results.com/tnr967175.aspx,Creator/Last Upload: Slovak Chess Federation
Karloveský šachový turnaj 08/2024 ,https://chess-results.com/tnr990115.aspx,Creator/Last Upload: Slovak Chess Federation
Letný šachový turnaj 2024 Žilina ,https://chess-results.com/tnr983719.aspx,Creator/Last Upload: Slovak Chess Federation
Tábor Bardejov - 28.8.2024 ,https://chess-results.com/tnr995087.aspx,Creator/Last Upload: Slovak Chess Federation
Majstrovstva Kosic - memorial L. Kotana 2024 ,https://chess-results.com/tnr976584.aspx,Creator/Last Upload: Slovak Chess Federation license 2
Bzinský zlatý lev ,https://chess-results.com/tnr995476.aspx,Creator/Last Upload: Slovak Chess Federation
7.ročník Sabinka cup 2024    ( Kapacita je 80. hráčov je naplnená)  p-prihlásený,https://chess-results.com/tnr991725.aspx,"Creator: Slovak Chess Federation,Last Upload: Slovak Chess Federation license 67"
"OPEN Povazske Podhradie 2024 FIDE Rapid, 27.roč",https://chess-results.com/tnr948486.aspx,Creator/Last Upload: Slovak Chess Federation license 6
15.ročník  víkendového šachového turnaja ,https://chess-results.com/tnr974628.aspx,Creator/Last Upload: Slovak Chess Federation license 1
"XXIV. Ročník ""Memoriál Ladislava Kozáka&q",https://chess-results.com/tnr996630.aspx,Creator/Last Upload: Slovak Chess Federation license 5
ZŠ B.Krpelca Bardejov - 31.8.2024 ,https://chess-results.com/tnr996347.aspx,Creator/Last Upload: Slovak Chess Federation
Majstrovstva Kosic - memorial L. Kotana 2024 blitz ,https://chess-results.com/tnr976588.aspx,Creator/Last Upload: Slovak Chess Federation license 2
GPX ZŠ B.Krpelca Bardejov - 5.10.2024 ,https://chess-results.com/tnr1028044.aspx,Creator/Last Upload: Slovak Chess Federation license 8
"Šarišská šachová liga - GPX, 1.kolo ",https://chess-results.com/tnr997612.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Letna univerziada SR 2024 ,https://chess-results.com/tnr991487.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Doprastav Cup 2024 ,https://chess-results.com/tnr963859.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Starí proti mladým 5.9. 2024 ,https://chess-results.com/tnr962109.aspx,Creator/Last Upload: Slovak Chess Federation license 4
"Veľká cena Topoľčian v bleskovom šachu 2024, 7. turnaj ",https://chess-results.com/tnr999255.aspx,"Creator: Slovak Chess Federation license 1,Last Upload: Slovak Chess Federation"
Šarišská šachová liga GPX+ 1.kolo (0,https://chess-results.com/tnr999286.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Pohár Gorala 2024 blitz ,https://chess-results.com/tnr1001507.aspx,Creator/Last Upload: Slovak Chess Federation license 2
Pohár Gorala 2024 (06. 09. - 09. 09.) ,https://chess-results.com/tnr955624.aspx,Creator/Last Upload: Slovak Chess Federation license 2
FIDE OPEN ORAVICE 2024 ,https://chess-results.com/tnr970729.aspx,"Creator: Slovak Chess Federation license 12,Last Upload: Slovak Chess Federation license 5"
SŠZ 100 MLÁDEŽ ,https://chess-results.com/tnr998225.aspx,Creator/Last Upload: Slovak Chess Federation license 4
SŠZ 100 BLESK ,https://chess-results.com/tnr995757.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Slovakia Chess Open - Dojčland cup 2024,https://chess-results.com/tnr904167.aspx,Creator/Last Upload: Slovak Chess Federation license 3
GPX+ ZŠ B.Krpelca Bardejov - 7.9.2024 ,https://chess-results.com/tnr999761.aspx,Creator/Last Upload: Slovak Chess Federation
GPX ZŠ B.Krpelca Bardejov - 7.9.2024 ,https://chess-results.com/tnr999197.aspx,Creator/Last Upload: Slovak Chess Federation
EuroPRESS Kupa - Král Klaudia Emlékverseny EuroPRES,https://chess-results.com/tnr999410.aspx,Creator/Last Upload: Slovak Chess Federation
Klubový turnaj ŠK SP+SK 08.09.2024,https://chess-results.com/tnr996485.aspx,Creator/Last Upload: Slovak Chess Federation license 3
34. ročník turnaja v bleskovom šachu (3mi,https://chess-results.com/tnr1001142.aspx,Creator/Last Upload: Slovak Chess Federation
10. ročník turnaja o putovný pohár TZOB Byt,https://chess-results.com/tnr976567.aspx,Creator/Last Upload: Slovak Chess Federation
CN ANEPS ZM ,https://chess-results.com/tnr1005192.aspx,Creator/Last Upload: Chess Federation of the Czech Rep
Šachová jeseň v Topoľčanoch 2024 ,https://chess-results.com/tnr995858.aspx,"Creator: Slovak Chess Federation,Last Upload: Slovak Chess Federation license 28"
GPX ZŠ B.Krpelca Bardejov - 21.9.2024 ,https://chess-results.com/tnr1010888.aspx,Creator/Last Upload: Slovak Chess Federation license 8
GPX ZŠ B.Krpelca Bardejov - 14.9.2024 ,https://chess-results.com/tnr1007422.aspx,Creator/Last Upload: Slovak Chess Federation license 8
FIDE OPEN BANSKÁ BYSTRICA 2024 a VC MLÁDEŽE  2,https://chess-results.com/tnr973131.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Račianske vinobranie 2024 ,https://chess-results.com/tnr1008086.aspx,Creator/Last Upload: Slovak Chess Federation license 2
Račianske šachobranie 14.9. 2024 ,https://chess-results.com/tnr962113.aspx,Creator/Last Upload: Slovak Chess Federation license 4
GPX+ ZŠ B.Krpelca Bardejov - 14.9.2024 ,https://chess-results.com/tnr1007217.aspx,Creator/Last Upload: Slovak Chess Federation
exe: Slovakia Open 2024 Bratislava - (PRIZEPOOL 10 ,https://chess-results.com/tnr901173.aspx,Creator/Last Upload: Slovak Chess Federation license 3
15. Ročník turnaja O pohár Primátora Mesta Nit,https://chess-results.com/tnr976919.aspx,Creator/Last Upload: Slovak Chess Federation license 6
GPX ZŠ B.Krpelca Bardejov - 15.9.2024 ,https://chess-results.com/tnr1009042.aspx,Creator/Last Upload: Slovak Chess Federation
Predsezonne stretnutie Doprastavu - 20.9.2024 ,https://chess-results.com/tnr998611.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Turnaj žiakov ZŠ a SŠ okresu Topo,https://chess-results.com/tnr1011352.aspx,Creator/Last Upload: Slovak Chess Federation
"Turnaj nezavisleho zivota, 21.9.2024 ",https://chess-results.com/tnr986308.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Školenie rozhodcov 2. a 3. triedy - Bardejov ,https://chess-results.com/tnr994078.aspx,Creator/Last Upload: Slovak Chess Federation license 9
"FoosBar Šach-BAR liga, 2024-25, 5. kolo ",https://chess-results.com/tnr1121746.aspx,Creator/Last Upload: windvd
"FoosBar Šach-BAR liga, 2024-25, 3. kolo ",https://chess-results.com/tnr1096805.aspx,Creator/Last Upload: windvd
"FoosBar Šach-BAR liga, 2024-25, 2. kolo ",https://chess-results.com/tnr1067821.aspx,Creator/Last Upload: windvd
"FoosBar Šach-BAR liga, 2024-25, 1. kolo ",https://chess-results.com/tnr1053258.aspx,Creator/Last Upload: windvd
"FoosBar Šach-BAR liga, 2023-24, 15. kolo ",https://chess-results.com/tnr1017917.aspx,Creator/Last Upload: windvd
5.ročník Hodového šachového turnaja Cífer,https://chess-results.com/tnr989523.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Majstrovstvá Slovenska dorasteneckých družstie,https://chess-results.com/tnr885523.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Majstrovstvá okresu Senec 2024 - dievčatá ,https://chess-results.com/tnr1018812.aspx,Creator/Last Upload: Slovak Chess Federation
Majstrovstvá okresu Senec 2024 ,https://chess-results.com/tnr1018811.aspx,Creator/Last Upload: Slovak Chess Federation
Jesenný šachový turnaj 2024 ,https://chess-results.com/tnr1019503.aspx,Creator/Last Upload: Slovak Chess Federation license 4
"Majstrovstvá okresu Stropkov ZŠ, 1.kolo 27.9.2",https://chess-results.com/tnr1003366.aspx,Creator/Last Upload: Slovak Chess Federation license 3
"Majstrovstvá okresu Stropkov turnaj SŠ, 1.kolo",https://chess-results.com/tnr1003364.aspx,Creator/Last Upload: Slovak Chess Federation license 3
XXIV. DUBRAVSKY Hodovy turnaj 28.9.2024 ,https://chess-results.com/tnr976728.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Pohar primatora mesta Liptovsky Hradok 2024 ,https://chess-results.com/tnr977606.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Šachová liga pážat Lipany - 1. kolo ,https://chess-results.com/tnr1024144.aspx,Creator/Last Upload: Slovak Chess Federation license 9
Šachová jeseň v ŠMAKU 2.ročník ,https://chess-results.com/tnr1012330.aspx,Creator/Last Upload: Slovak Chess Federation license 4
OPEN Ruzomberok 2024 - o pohar primatora ,https://chess-results.com/tnr998991.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Majstrovstvá žiakov okresu Vranov n. T. v zrýc,https://chess-results.com/tnr1023529.aspx,Creator/Last Upload: Slovak Chess Federation license 9
Majstrovstvá žiačok okresu Vranov n. T. v,https://chess-results.com/tnr1023530.aspx,Creator/Last Upload: Slovak Chess Federation license 9
SOŠP - GPX3 ,https://chess-results.com/tnr1026012.aspx,Creator/Last Upload: Slovak Chess Federation license 9
Veľká cena Topoľčian v bleskovom ,https://chess-results.com/tnr1027448.aspx,Creator/Last Upload: Slovak Chess Federation
"Tatrafest - Tatranský pohár 2024, 70. ročník T",https://chess-results.com/tnr952894.aspx,Creator/Last Upload: Slovak Chess Federation license 2
Slovakia Chess Open - Majstrovstva Slovenskej repub,https://chess-results.com/tnr988033.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Šachový turnaj GPX ,https://chess-results.com/tnr1018309.aspx,Creator/Last Upload: Slovak Chess Federation
Šachový turnaj B (GPX+) ,https://chess-results.com/tnr1018312.aspx,Creator/Last Upload: Slovak Chess Federation
O pohár predsedu Bratislavského samosprávneho kraja,https://chess-results.com/tnr1019606.aspx,Creator/Last Upload: Slovak Chess Federation license 5
MESTSKÁ LIGA Bardejov ,https://chess-results.com/tnr1053548.aspx,Creator/Last Upload: Slovak Chess Federation
"Tatrafest - TatraBlesk 2024, 29. ročník Tatran",https://chess-results.com/tnr957324.aspx,Creator/Last Upload: Slovak Chess Federation license 2
Devinskonovovesky Strelec 2024-10 ,https://chess-results.com/tnr1016139.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Detská bratislavská liga 11.10. 2024 ďalš,https://chess-results.com/tnr1005126.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Grand prix Topoľčany ,https://chess-results.com/tnr1020836.aspx,Creator/Last Upload: Slovak Chess Federation license 2
2.Šachový KreDO cup + Šarišská š,https://chess-results.com/tnr1034082.aspx,Creator/Last Upload: Slovak Chess Federation license 7
2.Šachový KreDO cup + Šarišská š,https://chess-results.com/tnr1033193.aspx,Creator/Last Upload: Slovak Chess Federation license 7
2.Šachový KreDO cup + Šarišská š,https://chess-results.com/tnr1028193.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Majstrovstvá Nitrianského okresu Základných škôl 2024 dievčatá ,https://chess-results.com/tnr1036496.aspx,"Creator: Slovak Chess Federation,Last Upload: Slovak Chess Federation license 45"
Majstrovstvá Nitrianského okresu Základných škôl 2024 chlapci ,https://chess-results.com/tnr1036495.aspx,"Creator: Slovak Chess Federation,Last Upload: Slovak Chess Federation license 45"
"MSR základných škôl, okresné kolo Myjava 2024 ",https://chess-results.com/tnr1036529.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Majstrovstvá okresu  Žilina - stredné ško,https://chess-results.com/tnr1037133.aspx,Creator/Last Upload: Slovak Chess Federation
Kvalifikácia Majstrovstvá BAIV ,https://chess-results.com/tnr1038298.aspx,"Creator: Slovak Chess Federation,Last Upload: Slovak Chess Federation license 66"
Majstrovstvá okresu  Žilina - základné šk,https://chess-results.com/tnr1037503.aspx,Creator/Last Upload: Slovak Chess Federation
Detská bratislavská liga 18.10. 2024 ďalš,https://chess-results.com/tnr1034019.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Ziacka liga v sachu  Kosice 22.rocnik 1.turnaj 19.1,https://chess-results.com/tnr1029644.aspx,Creator/Last Upload: Slovak Chess Federation license 2
Tomášovská liga mládeže 2024/25 - TLM 1 ,https://chess-results.com/tnr1018091.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Tomášovce Open 2024/25 - TO 1 ,https://chess-results.com/tnr1018090.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Šachová liga pážat Lipany - 2. kolo ,https://chess-results.com/tnr1042738.aspx,Creator/Last Upload: Slovak Chess Federation license 9
"Šach-Mat Nitra, 1.kolo Šachovo barová lig",https://chess-results.com/tnr1031089.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Otvorené majstrovstvá SR Telesne postihnutých v rap,https://chess-results.com/tnr1041572.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Osszmagyar Nemzeti Diakbajnoksag Kozepiskolasok ,https://chess-results.com/tnr1042805.aspx,Creator/Last Upload: Slovak Chess Federation
Összmagyar Nemzeti Diákbajnokság ,https://chess-results.com/tnr1042803.aspx,Creator/Last Upload: Slovak Chess Federation
Majstrovstvá študentov okresu Vranov n. T. v z,https://chess-results.com/tnr1042759.aspx,Creator/Last Upload: Slovak Chess Federation license 9
Školské majstrovstvá okresu Lučenec - str,https://chess-results.com/tnr1043988.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Školské majstrovská okresu Trnava v šachu SŠ chlapcov a dievčat ,https://chess-results.com/tnr1070944.aspx,"Creator: BERNHARD BIBERLE my old friend,Last Upload: Slovak Chess Federation"
Majstrovstvá Nitrianskeho okresu stredných škô,https://chess-results.com/tnr1042557.aspx,Creator/Last Upload: Slovak Chess Federation license 4
1.turnaj začiatočníkov-13.ročník - R,https://chess-results.com/tnr1014288.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Školské majstrovstvá okresu Trnava ZŠ chlapcov a dievčat ,https://chess-results.com/tnr1070940.aspx,"Creator: BERNHARD BIBERLE my old friend,Last Upload: Slovak Chess Federation"
